cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
41,3,277136570,277137398,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
41,4,277137398,903719355,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
41,5,903719355,12038672642,584721982,584721982_12038672642_903719355,True,51.879,Park Avenue,secondary
41,6,12038672642,12038672648,584721982,584721982_12038672642_12038672648,True,87.15500000000002,Park Avenue,secondary
41,7,12038672648,12038672019,"[584721987, 584721982, 415483023]","[584721987, 584721982, 415483023]_12038672019_12038672648",True,124.29299999999999,Park Avenue,secondary
41,8,12038672019,284966533,1299638355,1299638355_12038672019_284966533,True,7.304,Park Avenue,secondary
41,9,284966533,249343640,"[418259558, 332229918]","[418259558, 332229918]_249343640_284966533",True,145.996,Park Avenue,secondary
41,10,249343640,2833593903,457819681,457819681_249343640_2833593903,True,57.705,Lexington Parade,secondary
41,11,2833593903,2833593905,"[418259554, 472043939]","[418259554, 472043939]_2833593903_2833593905",True,409.947,Lexington Parade,secondary
41,12,2833593905,277136494,472043939,472043939_277136494_2833593905,True,94.03,Lexington Parade,secondary
41,13,277136494,272240621,"[472043939, 461776406]","[472043939, 461776406]_272240621_277136494",True,94.783,Lexington Parade,secondary
41,14,272240621,1840020508,"[418259559, 472269079]","[418259559, 472269079]_1840020508_272240621",True,175.21299999999997,Lexington Parade,tertiary
41,15,1840020508,1840020536,173175068,173175068_1840020508_1840020536,True,127.071,Lexington Parade,tertiary
41,16,1840020536,1840020593,173175121,173175121_1840020536_1840020593,True,101.025,Ashbury Street,residential
41,17,1840020593,1840020536,173175121,173175121_1840020536_1840020593,True,101.025,Ashbury Street,residential
41,18,1840020536,1840020508,173175068,173175068_1840020508_1840020536,True,127.071,Lexington Parade,tertiary
41,19,1840020508,272240621,"[418259559, 472269079]","[418259559, 472269079]_1840020508_272240621",True,175.21299999999997,Lexington Parade,tertiary
41,20,272240621,277136494,"[472043939, 461776406]","[472043939, 461776406]_272240621_277136494",True,94.783,Lexington Parade,secondary
41,21,277136494,2833593905,472043939,472043939_277136494_2833593905,True,94.03,Lexington Parade,secondary
41,22,2833593905,2833593903,"[418259554, 472043939]","[418259554, 472043939]_2833593903_2833593905",True,409.947,Lexington Parade,secondary
41,23,2833593903,249343640,457819681,457819681_249343640_2833593903,True,57.705,Lexington Parade,secondary
41,24,249343640,284966533,"[418259558, 332229918]","[418259558, 332229918]_249343640_284966533",True,145.996,Park Avenue,secondary
41,25,284966533,12038672019,1299638355,1299638355_12038672019_284966533,True,7.304,Park Avenue,secondary
41,26,12038672019,12038672648,"[584721987, 584721982, 415483023]","[584721987, 584721982, 415483023]_12038672019_12038672648",True,124.29299999999999,Park Avenue,secondary
41,27,12038672648,12038672642,584721982,584721982_12038672642_12038672648,True,87.15500000000002,Park Avenue,secondary
41,28,12038672642,903719355,584721982,584721982_12038672642_903719355,True,51.879,Park Avenue,secondary
41,29,903719355,277137398,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
41,30,277137398,277136570,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
41,31,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
41,32,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
42,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
42,2,355007398,277136570,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
42,3,277136570,277137398,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
42,4,277137398,903719355,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
42,5,903719355,355007422,"[1299638354, 279115684]","[1299638354, 279115684]_355007422_903719355",True,94.845,Park Avenue,secondary
42,6,355007422,12038672027,"[584721976, 76700930, 279115684, 584721973]","[584721976, 76700930, 279115684, 584721973]_12038672027_355007422",True,173.14399999999995,Park Avenue,secondary
42,7,12038672027,903719322,1299688736,1299688736_12038672027_903719322,True,7.191,Park Avenue,secondary
42,8,903719322,2659075988,419698303,419698303_2659075988_903719322,True,146.42100000000002,Park Avenue,secondary
42,9,2659075988,903719305,"[419698286, 530744669, 1139092853, 530744670]","[419698286, 530744669, 1139092853, 530744670]_2659075988_903719305",True,296.504,Park Avenue,secondary
42,10,903719305,903719288,580178236,580178236_903719288_903719305,True,12.431,Park Avenue,secondary
42,11,903719288,903719287,"[419698283, 580178239]","[419698283, 580178239]_903719287_903719288",True,73.327,Park Avenue,secondary
42,12,903719287,246011243,"[918532436, 918532437]","[918532436, 918532437]_246011243_903719287",True,37.501999999999995,Park Avenue,secondary
42,13,246011243,176399696,"[530744664, 530744665, 918532438]","[530744664, 530744665, 918532438]_176399696_246011243",True,122.697,Park Avenue,secondary
42,14,176399696,8562026835,200856336,200856336_176399696_8562026835,True,23.944000000000003,Brisbane Water Road,residential
42,15,8562026835,8562026838,922290134,922290134_8562026835_8562026838,True,19.895,Brisbane Water Road,residential
42,16,8562026838,285732109,922290136,922290136_285732109_8562026838,True,4.925,Brisbane Water Road,residential
42,17,285732109,285732108,173175053,173175053_285732108_285732109,True,70.46100000000001,Brisbane Water Road,residential
42,18,285732108,285732207,173174977,173174977_285732108_285732207,True,136.51399999999998,Brown Street,residential
42,19,285732207,285732205,200856985,200856985_285732205_285732207,True,121.28399999999999,Bailey Street,residential
42,20,285732205,9156824351,200856985,200856985_285732205_9156824351,True,72.303,Bailey Street,residential
42,21,9156824351,9156824358,991038859,991038859_9156824351_9156824358,True,66.559,Tuckeroo Circuit,residential
42,22,9156824358,1840020365,173175150,173175150_1840020365_9156824358,True,6.997,Costata Crescent,residential
42,23,1840020365,1840020363,991038858,991038858_1840020363_1840020365,True,69.33600000000001,Tuckeroo Circuit,residential
42,24,1840020363,9156824351,200856985,200856985_1840020363_9156824351,True,13.611,Bailey Street,residential
42,25,9156824351,285732205,200856985,200856985_285732205_9156824351,True,72.303,Bailey Street,residential
42,26,285732205,285732207,200856985,200856985_285732205_285732207,True,121.28399999999999,Bailey Street,residential
42,27,285732207,285732108,173174977,173174977_285732108_285732207,True,136.51399999999998,Brown Street,residential
42,28,285732108,285732109,173175053,173175053_285732108_285732109,True,70.46100000000001,Brisbane Water Road,residential
42,29,285732109,8562026838,922290136,922290136_285732109_8562026838,True,4.925,Brisbane Water Road,residential
42,30,8562026838,8562026835,922290134,922290134_8562026835_8562026838,True,19.895,Brisbane Water Road,residential
42,31,8562026835,176399696,200856336,200856336_176399696_8562026835,True,23.944000000000003,Brisbane Water Road,residential
42,32,176399696,246011243,"[530744664, 530744665, 918532438]","[530744664, 530744665, 918532438]_176399696_246011243",True,122.697,Park Avenue,secondary
42,33,246011243,903719287,"[918532436, 918532437]","[918532436, 918532437]_246011243_903719287",True,37.501999999999995,Park Avenue,secondary
42,34,903719287,903719288,"[419698283, 580178239]","[419698283, 580178239]_903719287_903719288",True,73.327,Park Avenue,secondary
42,35,903719288,903719305,580178236,580178236_903719288_903719305,True,12.431,Park Avenue,secondary
42,36,903719305,2659075988,"[419698286, 530744669, 1139092853, 530744670]","[419698286, 530744669, 1139092853, 530744670]_2659075988_903719305",True,296.504,Park Avenue,secondary
42,37,2659075988,903719322,419698303,419698303_2659075988_903719322,True,146.42100000000002,Park Avenue,secondary
42,38,903719322,12038672027,1299688736,1299688736_12038672027_903719322,True,7.191,Park Avenue,secondary
42,39,12038672027,355007422,"[584721976, 76700930, 279115684, 584721973]","[584721976, 76700930, 279115684, 584721973]_12038672027_355007422",True,173.14399999999995,Park Avenue,secondary
42,40,355007422,903719355,"[1299638354, 279115684]","[1299638354, 279115684]_355007422_903719355",True,94.845,Park Avenue,secondary
42,41,903719355,277137398,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
42,42,277137398,277136570,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
42,43,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
42,44,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
43,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
43,2,355007398,277136570,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
43,3,277136570,277137398,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
43,4,277137398,2692226489,263596303,263596303_2692226489_277137398,True,159.73000000000002,Grayson Avenue,residential
43,5,2692226489,1840020457,263596303,263596303_1840020457_2692226489,True,396.331,Grayson Avenue,residential
43,6,1840020457,1840020494,519181600,519181600_1840020457_1840020494,True,158.379,Grayson Avenue,residential
43,7,1840020494,5063103481,519181600,519181600_1840020494_5063103481,True,179.281,Grayson Avenue,residential
43,8,5063103481,1840020530,263599458,263599458_1840020530_5063103481,True,1.113,Grayson Avenue,residential
43,9,1840020530,1840020597,263599466,263599466_1840020530_1840020597,True,229.18400000000003,Vista Parade,residential
43,10,1840020597,1840020587,418259561,418259561_1840020587_1840020597,True,58.263,Princeton Avenue,residential
43,11,1840020587,1840020623,173175035,173175035_1840020587_1840020623,True,312.837,Melissa Avenue,residential
43,12,1840020623,1840020620,208217419,208217419_1840020620_1840020623,True,14.688,Madison Drive,secondary
43,13,1840020620,1840020623,208217419,208217419_1840020620_1840020623,True,14.688,Madison Drive,secondary
43,14,1840020623,1840020587,173175035,173175035_1840020587_1840020623,True,312.837,Melissa Avenue,residential
43,15,1840020587,1840020597,418259561,418259561_1840020587_1840020597,True,58.263,Princeton Avenue,residential
43,16,1840020597,1840020530,263599466,263599466_1840020530_1840020597,True,229.18400000000003,Vista Parade,residential
43,17,1840020530,5063103481,263599458,263599458_1840020530_5063103481,True,1.113,Grayson Avenue,residential
43,18,5063103481,1840020494,519181600,519181600_1840020494_5063103481,True,179.281,Grayson Avenue,residential
43,19,1840020494,1840020457,519181600,519181600_1840020457_1840020494,True,158.379,Grayson Avenue,residential
43,20,1840020457,2692226489,263596303,263596303_1840020457_2692226489,True,396.331,Grayson Avenue,residential
43,21,2692226489,277137398,263596303,263596303_2692226489_277137398,True,159.73000000000002,Grayson Avenue,residential
43,22,277137398,277136570,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
43,23,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
43,24,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
44,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
44,2,355007398,277136570,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
44,3,277136570,277137398,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
44,4,277137398,903719355,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
44,5,903719355,12038672642,584721982,584721982_12038672642_903719355,True,51.879,Park Avenue,secondary
44,6,12038672642,12038672648,584721982,584721982_12038672642_12038672648,True,87.15500000000002,Park Avenue,secondary
44,7,12038672648,12038672019,"[584721987, 584721982, 415483023]","[584721987, 584721982, 415483023]_12038672019_12038672648",True,124.29299999999999,Park Avenue,secondary
44,8,12038672019,284966533,1299638355,1299638355_12038672019_284966533,True,7.304,Park Avenue,secondary
44,9,284966533,249343640,"[418259558, 332229918]","[418259558, 332229918]_249343640_284966533",True,145.996,Park Avenue,secondary
44,10,249343640,903719337,"[1376958404, 1376958405, 419698285]","[1376958404, 1376958405, 419698285]_249343640_903719337",True,300.942,Park Avenue,secondary
44,11,903719337,903719325,418259552,418259552_903719325_903719337,True,13.415,Park Avenue,secondary
44,12,903719325,2692248523,"[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]","[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]_2692248523_903719325",True,508.837,Northcott Drive,primary
44,13,2692248523,4664867842,472269085,472269085_2692248523_4664867842,True,250.27100000000002,Northcott Drive,primary
44,14,4664867842,2692248523,472269085,472269085_2692248523_4664867842,True,250.27100000000002,Northcott Drive,primary
44,15,2692248523,903719325,"[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]","[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]_2692248523_903719325",True,508.837,Northcott Drive,primary
44,16,903719325,903719337,418259552,418259552_903719325_903719337,True,13.415,Park Avenue,secondary
44,17,903719337,249343640,"[1376958404, 1376958405, 419698285]","[1376958404, 1376958405, 419698285]_249343640_903719337",True,300.942,Park Avenue,secondary
44,18,249343640,284966533,"[418259558, 332229918]","[418259558, 332229918]_249343640_284966533",True,145.996,Park Avenue,secondary
44,19,284966533,12038672019,1299638355,1299638355_12038672019_284966533,True,7.304,Park Avenue,secondary
44,20,12038672019,12038672648,"[584721987, 584721982, 415483023]","[584721987, 584721982, 415483023]_12038672019_12038672648",True,124.29299999999999,Park Avenue,secondary
44,21,12038672648,12038672642,584721982,584721982_12038672642_12038672648,True,87.15500000000002,Park Avenue,secondary
44,22,12038672642,903719355,584721982,584721982_12038672642_903719355,True,51.879,Park Avenue,secondary
44,23,903719355,277137398,332229917,332229917_277137398_903719355,True,20.159,Park Avenue,secondary
44,24,277137398,277136570,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
44,25,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
44,26,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
45,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
45,2,355007398,355007369,"[611263090, 611263091]","[611263090, 611263091]_355007369_355007398",True,237.153,Park Avenue,secondary
45,3,355007369,1843843688,"[263596290, 263596322]","[263596290, 263596322]_1843843688_355007369",True,659.5469999999999,Park Avenue,secondary
