cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
27,9,346174572,6272833009,31132964,31132964_346174572_6272833009,True,3.335,,secondary
27,10,6272833009,6272833010,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
27,11,6272833010,346174625,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
27,12,346174625,346174616,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
27,13,346174616,346174609,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
27,14,346174609,346191736,31132965,31132965_346174609_346191736,True,101.852,Aberglasslyn Road,secondary
27,15,346191736,2482111844,31133957,31133957_2482111844_346191736,True,93.886,Queen Street,residential
27,16,2482111844,346191746,31133957,31133957_2482111844_346191746,True,201.533,Queen Street,residential
27,17,346191746,903709999,31133956,31133956_346191746_903709999,True,245.964,Walter Street,residential
27,18,903709999,346191746,31133956,31133956_346191746_903709999,True,245.964,Walter Street,residential
27,19,346191746,8285365930,31133957,31133957_346191746_8285365930,True,252.64000000000001,Queen Street,residential
27,20,8285365930,8285365932,"[575641447, 173446338, 575636903]","[575641447, 173446338, 575636903]_8285365930_8285365932",True,58.373999999999995,New England Highway,trunk
27,21,8285365932,8285365933,509873593,509873593_8285365932_8285365933,True,9.762,Johnson Street,residential
27,22,8285365933,8285365929,"[173446336, 509873553, 509873588]","[173446336, 509873553, 509873588]_8285365929_8285365933",True,58.07,New England Highway,trunk
27,23,8285365929,1842575719,575639227,575639227_1842575719_8285365929,True,144.152,New England Highway,trunk
27,24,1842575719,1842584272,575639209,575639209_1842575719_1842584272,True,164.497,New England Highway,trunk
27,25,1842584272,470332290,173446337,173446337_1842584272_470332290,True,86.953,New England Highway,trunk
27,26,470332290,8285365925,509873291,509873291_470332290_8285365925,True,16.176,Aberglasslyn Road,secondary
27,27,8285365925,346191736,31132965,31132965_346191736_8285365925,True,71.68100000000001,Aberglasslyn Road,secondary
27,28,346191736,346174609,31132965,31132965_346174609_346191736,True,101.852,Aberglasslyn Road,secondary
27,29,346174609,346174616,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
27,30,346174616,346174625,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
27,31,346174625,6272833010,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
27,32,6272833010,6272833009,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
27,33,6272833009,346174572,31132964,31132964_346174572_6272833009,True,3.335,,secondary
27,34,346174572,346176265,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
27,35,346176265,346174690,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
27,36,346174690,346176268,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
27,37,346176268,346176270,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
27,38,346176270,346176273,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
27,39,346176273,6272833061,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
27,40,6272833061,346176290,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
